process_mode,input_quantity,source_material,source_state,source_grade,scenario,yield_percent,loss_percent,output_quantity
QC_PASS,2173.85,PRODUCT,GRANULE,Rejected,SCN-3,100.0,0.0,2173.85
RECYCLING,191.37,HDPE,RAW,Rejected,SCN-5,79.83,20.17,152.77
MANUFACTURING,1958.72,PP,WASHED,Premium,SCN-1,99.8,0.2,1954.76
INWARD,2161.4,FLAKE,GRANULE,Premium,SCN-2,100.0,0.0,2161.4
BALING,87.72,FLAKE,BALE,Technical Grade,SCN-1,99.51,0.49,87.3
BALING,1042.34,LDPE,GRANULE,Grade B,SCN-4,98.03,1.97,1021.82
INWARD,642.57,PRODUCT,SORTED,Grade B,SCN-4,100.0,0.0,642.57
PRODUCTION,553.16,PP,GRANULE,Grade A,SCN-1,99.36,0.64,549.63
BALING,337.99,GRANULE,BALE,Food Grade,SCN-2,100.0,0.0,337.99
MIXING,829.11,HDPE,BALE,Technical Grade,SCN-5,96.2,3.8,797.56
MANUFACTURING,504.31,MIXED,SORTED,Rejected,SCN-2,92.39,7.61,465.91
QC_FAIL,215.28,PET,FLAKE,Unknown,SCN-2,0.0,100.0,0.0
WASHING,1005.04,GRANULE,RAW,Grade C,SCN-3,96.33,3.67,968.1
QC_FAIL,712.0,PRODUCT,SORTED,Premium,SCN-1,0.43,99.57,3.09
WASHING,789.48,FLAKE,BALE,Premium,SCN-6,98.59,1.41,778.33
BALING,760.74,MIXED,WASHED,Rejected,SCN-6,98.46,1.54,749.01
TRANSFER,376.02,PRODUCT,GRANULE,Grade B,SCN-3,99.21,0.79,373.04
MANUFACTURING,50.0,FLAKE,WASHED,Food Grade,SCN-3,99.02,0.98,49.51
RECYCLING,1592.66,PRODUCT,GRANULE,Technical Grade,SCN-4,93.81,6.19,1494.04
SEGREGATION,179.53,MIXED,SORTED,Standard,SCN-5,88.01,11.99,158.0
PRODUCTION,749.21,PET,SORTED,Food Grade,SCN-3,99.84,0.16,747.98
SEGREGATION,852.54,PVC,SORTED,Technical Grade,SCN-1,84.12,15.88,717.15
QUALITY_CONTROL,926.9,LDPE,PROCESSED,Standard,SCN-5,83.53,16.47,774.23
BALING,281.35,PVC,WASHED,Unknown,SCN-2,97.55,2.45,274.46
QUALITY_CONTROL,133.41,LDPE,WASHED,Grade B,SCN-1,79.24,20.76,105.72
RECYCLING,792.06,PET,GRANULE,Grade C,SCN-1,89.14,10.86,706.08
QC_PASS,902.57,FLAKE,GRANULE,Grade A,SCN-6,100.0,0.0,902.57
PRODUCTION,1360.57,HDPE,GRANULE,Unknown,SCN-6,97.76,2.24,1330.1
QC_PASS,291.16,PRODUCT,PROCESSED,Rejected,SCN-1,99.75,0.25,290.43
SEGREGATION,761.27,PRODUCT,RAW,Standard,SCN-2,88.77,11.23,675.79
QC_PASS,395.21,GRANULE,FLAKE,Technical Grade,SCN-2,99.96,0.04,395.05
TRANSFER,567.34,LDPE,FLAKE,Grade B,SCN-4,97.84,2.16,555.07
MIXING,1522.43,LDPE,PROCESSED,Grade C,SCN-5,95.11,4.89,1447.99
QC_PASS,641.41,MIXED,PROCESSED,Standard,SCN-4,99.56,0.44,638.56
INWARD,123.77,HDPE,FLAKE,Unknown,SCN-4,99.56,0.44,123.22
RECYCLING,1341.27,LDPE,PROCESSED,Technical Grade,SCN-4,87.57,12.43,1174.49
QC_FAIL,1063.14,GRANULE,BALE,Grade A,SCN-2,0.28,99.72,3.02
QUALITY_CONTROL,50.0,FLAKE,PROCESSED,Food Grade,SCN-2,86.89,13.11,43.45
QC_FAIL,286.45,MIXED,SORTED,Food Grade,SCN-4,0.26,99.74,0.73
SEGREGATION,1363.2,PP,GRANULE,Food Grade,SCN-1,99.33,0.67,1354.06
TRANSFER,328.7,MIXED,GRANULE,Standard,SCN-6,96.97,3.03,318.73
SEGREGATION,1422.61,FLAKE,PROCESSED,Technical Grade,SCN-5,88.6,11.4,1260.39
SEGREGATION,579.94,PVC,BALE,Food Grade,SCN-4,92.27,7.73,535.11
RECEIPT,932.98,FLAKE,FLAKE,Technical Grade,SCN-5,100.0,0.0,932.98
PRODUCTION,354.28,HDPE,GRANULE,Grade B,SCN-1,98.98,1.02,350.66
RECYCLING,236.29,LDPE,FLAKE,Premium,SCN-1,96.63,3.37,228.33
PRODUCTION,1061.77,MIXED,FLAKE,Grade C,SCN-2,93.03,6.97,987.8
INWARD,519.89,MIXED,WASHED,Grade B,SCN-1,99.8,0.2,518.84
QC_FAIL,260.57,GRANULE,RAW,Grade C,SCN-1,0.0,100.0,0.0
QC_PASS,1756.02,HDPE,SORTED,Technical Grade,SCN-3,99.53,0.47,1747.75
BALING,713.32,HDPE,SORTED,Grade A,SCN-1,99.93,0.07,712.79
MANUFACTURING,751.07,PVC,SORTED,Rejected,SCN-5,91.57,8.43,687.75
INWARD,50.0,HDPE,RAW,Grade B,SCN-1,100.0,0.0,50.0
TRANSFER,1038.04,HDPE,PROCESSED,Grade B,SCN-4,98.68,1.32,1024.3
TRANSFER,338.04,GRANULE,PROCESSED,Grade C,SCN-2,98.79,1.21,333.94
INWARD,262.26,PP,WASHED,Standard,SCN-6,100.0,0.0,262.26
QC_FAIL,1056.22,FLAKE,WASHED,Technical Grade,SCN-6,0.0,100.0,0.0
RECEIPT,421.41,LDPE,WASHED,Rejected,SCN-2,100.0,0.0,421.41
BALING,4097.21,PP,PROCESSED,Grade A,SCN-5,100.0,0.0,4097.21
SEGREGATION,3229.67,HDPE,BALE,Premium,SCN-3,97.81,2.19,3158.97
WASHING,479.31,MIXED,SORTED,Standard,SCN-5,84.73,15.27,406.11
QUALITY_CONTROL,638.31,PET,SORTED,Grade B,SCN-1,80.07,19.93,511.09
MANUFACTURING,344.85,PRODUCT,SORTED,Grade B,SCN-6,98.96,1.04,341.27
INWARD,479.8,GRANULE,RAW,Grade B,SCN-5,100.0,0.0,479.8
INWARD,1613.55,PRODUCT,SORTED,Standard,SCN-5,100.0,0.0,1613.55
QC_FAIL,1996.17,PRODUCT,WASHED,Grade B,SCN-6,0.04,99.96,0.81
INWARD,571.75,MIXED,GRANULE,Unknown,SCN-6,100.0,0.0,571.75
WASHING,125.32,LDPE,BALE,Standard,SCN-1,90.61,9.39,113.55
MIXING,230.79,PP,FLAKE,Technical Grade,SCN-6,95.78,4.22,221.04
QUALITY_CONTROL,406.52,PRODUCT,GRANULE,Standard,SCN-3,77.67,22.33,315.74
MANUFACTURING,899.46,FLAKE,PROCESSED,Grade C,SCN-4,93.7,6.3,842.8
MIXING,272.9,FLAKE,SORTED,Technical Grade,SCN-5,98.06,1.94,267.62
QUALITY_CONTROL,837.73,FLAKE,SORTED,Grade B,SCN-6,88.23,11.77,739.12
SEGREGATION,779.19,LDPE,WASHED,Technical Grade,SCN-5,86.53,13.47,674.27
WASHING,2194.35,HDPE,SORTED,Unknown,SCN-3,98.68,1.32,2165.49
RECYCLING,784.23,HDPE,BALE,Premium,SCN-4,96.29,3.71,755.1
MANUFACTURING,1045.63,PP,WASHED,Unknown,SCN-6,98.33,1.67,1028.2
RECYCLING,496.96,GRANULE,RAW,Grade C,SCN-2,93.73,6.27,465.79
MIXING,1459.45,PET,FLAKE,Grade C,SCN-1,95.54,4.46,1394.38
SEGREGATION,1299.42,LDPE,BALE,Technical Grade,SCN-2,81.0,19.0,1052.54
QUALITY_CONTROL,1298.21,LDPE,WASHED,Grade A,SCN-4,87.29,12.71,1133.18
WASHING,488.23,PP,RAW,Grade C,SCN-4,88.54,11.46,432.29
PRODUCTION,3622.98,GRANULE,WASHED,Unknown,SCN-2,99.63,0.37,3609.72
QC_FAIL,163.33,LDPE,WASHED,Food Grade,SCN-2,0.45,99.55,0.74
INWARD,865.71,FLAKE,PROCESSED,Grade C,SCN-5,99.93,0.07,865.13
BALING,1044.43,HDPE,GRANULE,Technical Grade,SCN-4,97.82,2.18,1021.71
INWARD,1623.06,FLAKE,RAW,Rejected,SCN-4,100.0,0.0,1623.06
QUALITY_CONTROL,376.39,PP,GRANULE,Technical Grade,SCN-3,88.97,11.03,334.87
MIXING,669.29,MIXED,PROCESSED,Grade A,SCN-5,94.64,5.36,633.38
RECEIPT,224.52,PVC,FLAKE,Premium,SCN-5,100.0,0.0,224.52
QC_FAIL,456.31,MIXED,BALE,Premium,SCN-6,0.0,100.0,0.0
MANUFACTURING,3913.75,PRODUCT,FLAKE,Unknown,SCN-4,96.9,3.1,3792.25
QC_FAIL,1448.05,PRODUCT,PROCESSED,Rejected,SCN-5,0.4,99.6,5.8
PRODUCTION,655.6,PP,RAW,Rejected,SCN-2,93.01,6.99,609.74
TRANSFER,1138.17,FLAKE,WASHED,Grade A,SCN-6,100.0,0.0,1138.17
SEGREGATION,355.67,PVC,SORTED,Rejected,SCN-2,69.66,30.34,247.76
QC_PASS,5126.5,LDPE,WASHED,Grade A,SCN-1,100.0,0.0,5126.5
TRANSFER,346.16,LDPE,FLAKE,Rejected,SCN-5,97.17,2.83,336.38
PRODUCTION,1635.11,PET,GRANULE,Unknown,SCN-6,99.57,0.43,1628.07
INWARD,603.06,HDPE,FLAKE,Standard,SCN-1,99.8,0.2,601.88
QC_PASS,951.2,PRODUCT,RAW,Grade A,SCN-1,100.0,0.0,951.2
MANUFACTURING,1365.06,MIXED,GRANULE,Unknown,SCN-3,91.77,8.23,1252.65
BALING,50.0,MIXED,RAW,Grade B,SCN-6,98.34,1.66,49.17
MANUFACTURING,312.39,LDPE,RAW,Technical Grade,SCN-6,92.58,7.42,289.21
RECEIPT,1551.35,MIXED,BALE,Unknown,SCN-6,99.54,0.46,1544.21
QUALITY_CONTROL,1098.59,LDPE,WASHED,Premium,SCN-3,90.13,9.87,990.18
PRODUCTION,4825.61,LDPE,PROCESSED,Standard,SCN-3,95.36,4.64,4601.73
SEGREGATION,1085.04,PRODUCT,FLAKE,Technical Grade,SCN-1,86.3,13.7,936.36
WASHING,1997.49,PVC,WASHED,Unknown,SCN-2,85.28,14.72,1703.49
MIXING,681.58,PRODUCT,SORTED,Grade A,SCN-2,100.0,0.0,681.58
MANUFACTURING,336.67,PVC,BALE,Premium,SCN-3,98.28,1.72,330.89
BALING,498.68,FLAKE,PROCESSED,Grade B,SCN-3,99.68,0.32,497.07
SEGREGATION,9250.03,PVC,WASHED,Rejected,SCN-5,70.16,29.84,6490.16
TRANSFER,361.56,GRANULE,FLAKE,Rejected,SCN-2,97.19,2.81,351.42
BALING,2952.42,PP,PROCESSED,Unknown,SCN-4,99.79,0.21,2946.18
RECYCLING,335.09,PP,GRANULE,Grade C,SCN-3,90.8,9.2,304.25
QUALITY_CONTROL,133.85,PET,PROCESSED,Standard,SCN-2,73.24,26.76,98.04
INWARD,1104.2,HDPE,FLAKE,Food Grade,SCN-6,99.58,0.42,1099.62
INWARD,205.79,PET,BALE,Standard,SCN-5,100.0,0.0,205.79
RECYCLING,1785.24,PRODUCT,PROCESSED,Unknown,SCN-2,94.67,5.33,1690.03
QUALITY_CONTROL,806.12,PET,GRANULE,Technical Grade,SCN-1,82.36,17.64,663.89
MIXING,288.03,GRANULE,GRANULE,Grade B,SCN-1,100.0,0.0,288.03
QC_PASS,302.27,PVC,FLAKE,Premium,SCN-3,100.0,0.0,302.27
WASHING,2908.39,LDPE,PROCESSED,Standard,SCN-4,92.81,7.19,2699.16
QC_PASS,316.12,FLAKE,BALE,Technical Grade,SCN-6,99.78,0.22,315.43
QUALITY_CONTROL,877.25,MIXED,BALE,Grade C,SCN-3,72.5,27.5,636.0
BALING,395.45,MIXED,WASHED,Grade B,SCN-6,97.89,2.11,387.12
INWARD,151.88,FLAKE,SORTED,Unknown,SCN-5,100.0,0.0,151.88
WASHING,756.39,HDPE,GRANULE,Premium,SCN-3,98.72,1.28,746.67
INWARD,143.96,PET,WASHED,Unknown,SCN-4,99.94,0.06,143.88
RECYCLING,2388.57,PP,SORTED,Grade A,SCN-1,97.51,2.49,2329.01
MIXING,1618.15,PVC,RAW,Technical Grade,SCN-4,94.72,5.28,1532.72
MANUFACTURING,571.08,LDPE,GRANULE,Grade B,SCN-5,95.54,4.46,545.6
WASHING,1296.02,MIXED,PROCESSED,Grade B,SCN-4,88.54,11.46,1147.53
RECEIPT,628.04,FLAKE,SORTED,Grade A,SCN-1,99.77,0.23,626.59
TRANSFER,4224.3,PRODUCT,WASHED,Grade A,SCN-3,100.0,0.0,4224.3
QC_PASS,445.91,LDPE,GRANULE,Technical Grade,SCN-5,100.0,0.0,445.91
BALING,111.39,PET,WASHED,Premium,SCN-2,100.0,0.0,111.39
BALING,1064.27,LDPE,GRANULE,Grade C,SCN-3,97.72,2.28,1040.05
MIXING,1820.99,LDPE,FLAKE,Food Grade,SCN-1,99.27,0.73,1807.68
QUALITY_CONTROL,311.53,PP,WASHED,Food Grade,SCN-3,89.31,10.69,278.22
INWARD,387.57,PET,BALE,Unknown,SCN-5,100.0,0.0,387.57
BALING,2965.91,PET,SORTED,Grade B,SCN-2,100.0,0.0,2965.91
